FIPS State and County Codes,Geographic area name,RAE Report Links,counties
41069,"Wheeler County, Oregon",https://cbb.census.gov/rae/#industry0=00&geoId=41069&geoType=county&view=report&reportType=detailed,Wheeler County
41071,"Yamhill County, Oregon",https://cbb.census.gov/rae/#industry0=00&geoId=41071&geoType=county&view=report&reportType=detailed,Yamhill County
42,Pennsylvania,https://cbb.census.gov/rae/#industry0=00&geoId=42&geoType=state&view=report&reportType=detailed,Pennsylvania
42001,"Adams County, Pennsylvania",https://cbb.census.gov/rae/#industry0=00&geoId=42001&geoType=county&view=report&reportType=detailed,Adams County
42003,"Allegheny County, Pennsylvania",https://cbb.census.gov/rae/#industry0=00&geoId=42003&geoType=county&view=report&reportType=detailed,Allegheny County
42005,"Armstrong County, Pennsylvania",https://cbb.census.gov/rae/#industry0=00&geoId=42005&geoType=county&view=report&reportType=detailed,Armstrong County
42007,"Beaver County, Pennsylvania",https://cbb.census.gov/rae/#industry0=00&geoId=42007&geoType=county&view=report&reportType=detailed,Beaver County
42009,"Bedford County, Pennsylvania",https://cbb.census.gov/rae/#industry0=00&geoId=42009&geoType=county&view=report&reportType=detailed,Bedford County
42011,"Berks County, Pennsylvania",https://cbb.census.gov/rae/#industry0=00&geoId=42011&geoType=county&view=report&reportType=detailed,Berks County
42013,"Blair County, Pennsylvania",https://cbb.census.gov/rae/#industry0=00&geoId=42013&geoType=county&view=report&reportType=detailed,Blair County
42015,"Bradford County, Pennsylvania",https://cbb.census.gov/rae/#industry0=00&geoId=42015&geoType=county&view=report&reportType=detailed,Bradford County
42017,"Bucks County, Pennsylvania",https://cbb.census.gov/rae/#industry0=00&geoId=42017&geoType=county&view=report&reportType=detailed,Bucks County
42019,"Butler County, Pennsylvania",https://cbb.census.gov/rae/#industry0=00&geoId=42019&geoType=county&view=report&reportType=detailed,Butler County
42021,"Cambria County, Pennsylvania",https://cbb.census.gov/rae/#industry0=00&geoId=42021&geoType=county&view=report&reportType=detailed,Cambria County
42023,"Cameron County, Pennsylvania",https://cbb.census.gov/rae/#industry0=00&geoId=42023&geoType=county&view=report&reportType=detailed,Cameron County
42025,"Carbon County, Pennsylvania",https://cbb.census.gov/rae/#industry0=00&geoId=42025&geoType=county&view=report&reportType=detailed,Carbon County
42027,"Centre County, Pennsylvania",https://cbb.census.gov/rae/#industry0=00&geoId=42027&geoType=county&view=report&reportType=detailed,Centre County
42029,"Chester County, Pennsylvania",https://cbb.census.gov/rae/#industry0=00&geoId=42029&geoType=county&view=report&reportType=detailed,Chester County
42031,"Clarion County, Pennsylvania",https://cbb.census.gov/rae/#industry0=00&geoId=42031&geoType=county&view=report&reportType=detailed,Clarion County
42033,"Clearfield County, Pennsylvania",https://cbb.census.gov/rae/#industry0=00&geoId=42033&geoType=county&view=report&reportType=detailed,Clearfield County
42035,"Clinton County, Pennsylvania",https://cbb.census.gov/rae/#industry0=00&geoId=42035&geoType=county&view=report&reportType=detailed,Clinton County
42037,"Columbia County, Pennsylvania",https://cbb.census.gov/rae/#industry0=00&geoId=42037&geoType=county&view=report&reportType=detailed,Columbia County
42039,"Crawford County, Pennsylvania",https://cbb.census.gov/rae/#industry0=00&geoId=42039&geoType=county&view=report&reportType=detailed,Crawford County
42041,"Cumberland County, Pennsylvania",https://cbb.census.gov/rae/#industry0=00&geoId=42041&geoType=county&view=report&reportType=detailed,Cumberland County
42043,"Dauphin County, Pennsylvania",https://cbb.census.gov/rae/#industry0=00&geoId=42043&geoType=county&view=report&reportType=detailed,Dauphin County
42045,"Delaware County, Pennsylvania",https://cbb.census.gov/rae/#industry0=00&geoId=42045&geoType=county&view=report&reportType=detailed,Delaware County
42047,"Elk County, Pennsylvania",https://cbb.census.gov/rae/#industry0=00&geoId=42047&geoType=county&view=report&reportType=detailed,Elk County
42049,"Erie County, Pennsylvania",https://cbb.census.gov/rae/#industry0=00&geoId=42049&geoType=county&view=report&reportType=detailed,Erie County
42051,"Fayette County, Pennsylvania",https://cbb.census.gov/rae/#industry0=00&geoId=42051&geoType=county&view=report&reportType=detailed,Fayette County
42053,"Forest County, Pennsylvania",https://cbb.census.gov/rae/#industry0=00&geoId=42053&geoType=county&view=report&reportType=detailed,Forest County
42055,"Franklin County, Pennsylvania",https://cbb.census.gov/rae/#industry0=00&geoId=42055&geoType=county&view=report&reportType=detailed,Franklin County
42057,"Fulton County, Pennsylvania",https://cbb.census.gov/rae/#industry0=00&geoId=42057&geoType=county&view=report&reportType=detailed,Fulton County
42059,"Greene County, Pennsylvania",https://cbb.census.gov/rae/#industry0=00&geoId=42059&geoType=county&view=report&reportType=detailed,Greene County
42061,"Huntingdon County, Pennsylvania",https://cbb.census.gov/rae/#industry0=00&geoId=42061&geoType=county&view=report&reportType=detailed,Huntingdon County
42063,"Indiana County, Pennsylvania",https://cbb.census.gov/rae/#industry0=00&geoId=42063&geoType=county&view=report&reportType=detailed,Indiana County
42065,"Jefferson County, Pennsylvania",https://cbb.census.gov/rae/#industry0=00&geoId=42065&geoType=county&view=report&reportType=detailed,Jefferson County
42067,"Juniata County, Pennsylvania",https://cbb.census.gov/rae/#industry0=00&geoId=42067&geoType=county&view=report&reportType=detailed,Juniata County
42069,"Lackawanna County, Pennsylvania",https://cbb.census.gov/rae/#industry0=00&geoId=42069&geoType=county&view=report&reportType=detailed,Lackawanna County
42071,"Lancaster County, Pennsylvania",https://cbb.census.gov/rae/#industry0=00&geoId=42071&geoType=county&view=report&reportType=detailed,Lancaster County
42073,"Lawrence County, Pennsylvania",https://cbb.census.gov/rae/#industry0=00&geoId=42073&geoType=county&view=report&reportType=detailed,Lawrence County
42075,"Lebanon County, Pennsylvania",https://cbb.census.gov/rae/#industry0=00&geoId=42075&geoType=county&view=report&reportType=detailed,Lebanon County
42077,"Lehigh County, Pennsylvania",https://cbb.census.gov/rae/#industry0=00&geoId=42077&geoType=county&view=report&reportType=detailed,Lehigh County
42079,"Luzerne County, Pennsylvania",https://cbb.census.gov/rae/#industry0=00&geoId=42079&geoType=county&view=report&reportType=detailed,Luzerne County
42081,"Lycoming County, Pennsylvania",https://cbb.census.gov/rae/#industry0=00&geoId=42081&geoType=county&view=report&reportType=detailed,Lycoming County
42083,"McKean County, Pennsylvania",https://cbb.census.gov/rae/#industry0=00&geoId=42083&geoType=county&view=report&reportType=detailed,McKean County
42085,"Mercer County, Pennsylvania",https://cbb.census.gov/rae/#industry0=00&geoId=42085&geoType=county&view=report&reportType=detailed,Mercer County
42087,"Mifflin County, Pennsylvania",https://cbb.census.gov/rae/#industry0=00&geoId=42087&geoType=county&view=report&reportType=detailed,Mifflin County
42089,"Monroe County, Pennsylvania",https://cbb.census.gov/rae/#industry0=00&geoId=42089&geoType=county&view=report&reportType=detailed,Monroe County
42091,"Montgomery County, Pennsylvania",https://cbb.census.gov/rae/#industry0=00&geoId=42091&geoType=county&view=report&reportType=detailed,Montgomery County
42093,"Montour County, Pennsylvania",https://cbb.census.gov/rae/#industry0=00&geoId=42093&geoType=county&view=report&reportType=detailed,Montour County
42095,"Northampton County, Pennsylvania",https://cbb.census.gov/rae/#industry0=00&geoId=42095&geoType=county&view=report&reportType=detailed,Northampton County
42097,"Northumberland County, Pennsylvania",https://cbb.census.gov/rae/#industry0=00&geoId=42097&geoType=county&view=report&reportType=detailed,Northumberland County
42099,"Perry County, Pennsylvania",https://cbb.census.gov/rae/#industry0=00&geoId=42099&geoType=county&view=report&reportType=detailed,Perry County
42101,"Philadelphia County, Pennsylvania",https://cbb.census.gov/rae/#industry0=00&geoId=42101&geoType=county&view=report&reportType=detailed,Philadelphia County
42103,"Pike County, Pennsylvania",https://cbb.census.gov/rae/#industry0=00&geoId=42103&geoType=county&view=report&reportType=detailed,Pike County
42105,"Potter County, Pennsylvania",https://cbb.census.gov/rae/#industry0=00&geoId=42105&geoType=county&view=report&reportType=detailed,Potter County
42107,"Schuylkill County, Pennsylvania",https://cbb.census.gov/rae/#industry0=00&geoId=42107&geoType=county&view=report&reportType=detailed,Schuylkill County
42109,"Snyder County, Pennsylvania",https://cbb.census.gov/rae/#industry0=00&geoId=42109&geoType=county&view=report&reportType=detailed,Snyder County
42111,"Somerset County, Pennsylvania",https://cbb.census.gov/rae/#industry0=00&geoId=42111&geoType=county&view=report&reportType=detailed,Somerset County
42113,"Sullivan County, Pennsylvania",https://cbb.census.gov/rae/#industry0=00&geoId=42113&geoType=county&view=report&reportType=detailed,Sullivan County
42115,"Susquehanna County, Pennsylvania",https://cbb.census.gov/rae/#industry0=00&geoId=42115&geoType=county&view=report&reportType=detailed,Susquehanna County
42117,"Tioga County, Pennsylvania",https://cbb.census.gov/rae/#industry0=00&geoId=42117&geoType=county&view=report&reportType=detailed,Tioga County
42119,"Union County, Pennsylvania",https://cbb.census.gov/rae/#industry0=00&geoId=42119&geoType=county&view=report&reportType=detailed,Union County
42121,"Venango County, Pennsylvania",https://cbb.census.gov/rae/#industry0=00&geoId=42121&geoType=county&view=report&reportType=detailed,Venango County
42123,"Warren County, Pennsylvania",https://cbb.census.gov/rae/#industry0=00&geoId=42123&geoType=county&view=report&reportType=detailed,Warren County
42125,"Washington County, Pennsylvania",https://cbb.census.gov/rae/#industry0=00&geoId=42125&geoType=county&view=report&reportType=detailed,Washington County
42127,"Wayne County, Pennsylvania",https://cbb.census.gov/rae/#industry0=00&geoId=42127&geoType=county&view=report&reportType=detailed,Wayne County
42129,"Westmoreland County, Pennsylvania",https://cbb.census.gov/rae/#industry0=00&geoId=42129&geoType=county&view=report&reportType=detailed,Westmoreland County
42131,"Wyoming County, Pennsylvania",https://cbb.census.gov/rae/#industry0=00&geoId=42131&geoType=county&view=report&reportType=detailed,Wyoming County
42133,"York County, Pennsylvania",https://cbb.census.gov/rae/#industry0=00&geoId=42133&geoType=county&view=report&reportType=detailed,York County
44,Rhode Island,https://cbb.census.gov/rae/#industry0=00&geoId=44&geoType=state&view=report&reportType=detailed,Rhode Island
44001,"Bristol County, Rhode Island",https://cbb.census.gov/rae/#industry0=00&geoId=44001&geoType=county&view=report&reportType=detailed,Bristol County
44003,"Kent County, Rhode Island",https://cbb.census.gov/rae/#industry0=00&geoId=44003&geoType=county&view=report&reportType=detailed,Kent County
44005,"Newport County, Rhode Island",https://cbb.census.gov/rae/#industry0=00&geoId=44005&geoType=county&view=report&reportType=detailed,Newport County
44007,"Providence County, Rhode Island",https://cbb.census.gov/rae/#industry0=00&geoId=44007&geoType=county&view=report&reportType=detailed,Providence County
44009,"Washington County, Rhode Island",https://cbb.census.gov/rae/#industry0=00&geoId=44009&geoType=county&view=report&reportType=detailed,Washington County
45,South Carolina,https://cbb.census.gov/rae/#industry0=00&geoId=45&geoType=state&view=report&reportType=detailed,South Carolina
45001,"Abbeville County, South Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=45001&geoType=county&view=report&reportType=detailed,Abbeville County
45003,"Aiken County, South Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=45003&geoType=county&view=report&reportType=detailed,Aiken County
45005,"Allendale County, South Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=45005&geoType=county&view=report&reportType=detailed,Allendale County
45007,"Anderson County, South Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=45007&geoType=county&view=report&reportType=detailed,Anderson County
45009,"Bamberg County, South Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=45009&geoType=county&view=report&reportType=detailed,Bamberg County
45011,"Barnwell County, South Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=45011&geoType=county&view=report&reportType=detailed,Barnwell County
45013,"Beaufort County, South Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=45013&geoType=county&view=report&reportType=detailed,Beaufort County
45015,"Berkeley County, South Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=45015&geoType=county&view=report&reportType=detailed,Berkeley County
45017,"Calhoun County, South Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=45017&geoType=county&view=report&reportType=detailed,Calhoun County
45019,"Charleston County, South Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=45019&geoType=county&view=report&reportType=detailed,Charleston County
45021,"Cherokee County, South Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=45021&geoType=county&view=report&reportType=detailed,Cherokee County
45023,"Chester County, South Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=45023&geoType=county&view=report&reportType=detailed,Chester County
45025,"Chesterfield County, South Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=45025&geoType=county&view=report&reportType=detailed,Chesterfield County
45027,"Clarendon County, South Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=45027&geoType=county&view=report&reportType=detailed,Clarendon County
45029,"Colleton County, South Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=45029&geoType=county&view=report&reportType=detailed,Colleton County
45031,"Darlington County, South Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=45031&geoType=county&view=report&reportType=detailed,Darlington County
45033,"Dillon County, South Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=45033&geoType=county&view=report&reportType=detailed,Dillon County
45035,"Dorchester County, South Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=45035&geoType=county&view=report&reportType=detailed,Dorchester County
45037,"Edgefield County, South Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=45037&geoType=county&view=report&reportType=detailed,Edgefield County
45039,"Fairfield County, South Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=45039&geoType=county&view=report&reportType=detailed,Fairfield County
45041,"Florence County, South Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=45041&geoType=county&view=report&reportType=detailed,Florence County
45043,"Georgetown County, South Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=45043&geoType=county&view=report&reportType=detailed,Georgetown County
45045,"Greenville County, South Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=45045&geoType=county&view=report&reportType=detailed,Greenville County
45047,"Greenwood County, South Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=45047&geoType=county&view=report&reportType=detailed,Greenwood County
45049,"Hampton County, South Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=45049&geoType=county&view=report&reportType=detailed,Hampton County
45051,"Horry County, South Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=45051&geoType=county&view=report&reportType=detailed,Horry County
45053,"Jasper County, South Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=45053&geoType=county&view=report&reportType=detailed,Jasper County
45055,"Kershaw County, South Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=45055&geoType=county&view=report&reportType=detailed,Kershaw County
45057,"Lancaster County, South Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=45057&geoType=county&view=report&reportType=detailed,Lancaster County
45059,"Laurens County, South Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=45059&geoType=county&view=report&reportType=detailed,Laurens County
45061,"Lee County, South Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=45061&geoType=county&view=report&reportType=detailed,Lee County
45063,"Lexington County, South Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=45063&geoType=county&view=report&reportType=detailed,Lexington County
45065,"McCormick County, South Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=45065&geoType=county&view=report&reportType=detailed,McCormick County
45067,"Marion County, South Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=45067&geoType=county&view=report&reportType=detailed,Marion County
45069,"Marlboro County, South Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=45069&geoType=county&view=report&reportType=detailed,Marlboro County
45071,"Newberry County, South Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=45071&geoType=county&view=report&reportType=detailed,Newberry County
45073,"Oconee County, South Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=45073&geoType=county&view=report&reportType=detailed,Oconee County
45075,"Orangeburg County, South Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=45075&geoType=county&view=report&reportType=detailed,Orangeburg County
45077,"Pickens County, South Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=45077&geoType=county&view=report&reportType=detailed,Pickens County
45079,"Richland County, South Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=45079&geoType=county&view=report&reportType=detailed,Richland County
45081,"Saluda County, South Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=45081&geoType=county&view=report&reportType=detailed,Saluda County
45083,"Spartanburg County, South Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=45083&geoType=county&view=report&reportType=detailed,Spartanburg County
45085,"Sumter County, South Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=45085&geoType=county&view=report&reportType=detailed,Sumter County
45087,"Union County, South Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=45087&geoType=county&view=report&reportType=detailed,Union County
45089,"Williamsburg County, South Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=45089&geoType=county&view=report&reportType=detailed,Williamsburg County
45091,"York County, South Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=45091&geoType=county&view=report&reportType=detailed,York County
46,South Dakota,https://cbb.census.gov/rae/#industry0=00&geoId=46&geoType=state&view=report&reportType=detailed,South Dakota
46003,"Aurora County, South Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=46003&geoType=county&view=report&reportType=detailed,Aurora County
46005,"Beadle County, South Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=46005&geoType=county&view=report&reportType=detailed,Beadle County
46007,"Bennett County, South Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=46007&geoType=county&view=report&reportType=detailed,Bennett County
46009,"Bon Homme County, South Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=46009&geoType=county&view=report&reportType=detailed,Bon Homme County
46011,"Brookings County, South Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=46011&geoType=county&view=report&reportType=detailed,Brookings County
46013,"Brown County, South Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=46013&geoType=county&view=report&reportType=detailed,Brown County
46015,"Brule County, South Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=46015&geoType=county&view=report&reportType=detailed,Brule County
46017,"Buffalo County, South Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=46017&geoType=county&view=report&reportType=detailed,Buffalo County
46019,"Butte County, South Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=46019&geoType=county&view=report&reportType=detailed,Butte County
46021,"Campbell County, South Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=46021&geoType=county&view=report&reportType=detailed,Campbell County
46023,"Charles Mix County, South Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=46023&geoType=county&view=report&reportType=detailed,Charles Mix County
46025,"Clark County, South Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=46025&geoType=county&view=report&reportType=detailed,Clark County
46027,"Clay County, South Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=46027&geoType=county&view=report&reportType=detailed,Clay County
46029,"Codington County, South Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=46029&geoType=county&view=report&reportType=detailed,Codington County
46031,"Corson County, South Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=46031&geoType=county&view=report&reportType=detailed,Corson County
46033,"Custer County, South Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=46033&geoType=county&view=report&reportType=detailed,Custer County
46035,"Davison County, South Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=46035&geoType=county&view=report&reportType=detailed,Davison County
46037,"Day County, South Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=46037&geoType=county&view=report&reportType=detailed,Day County
46039,"Deuel County, South Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=46039&geoType=county&view=report&reportType=detailed,Deuel County
46041,"Dewey County, South Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=46041&geoType=county&view=report&reportType=detailed,Dewey County
46043,"Douglas County, South Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=46043&geoType=county&view=report&reportType=detailed,Douglas County
46045,"Edmunds County, South Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=46045&geoType=county&view=report&reportType=detailed,Edmunds County
46047,"Fall River County, South Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=46047&geoType=county&view=report&reportType=detailed,Fall River County
46049,"Faulk County, South Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=46049&geoType=county&view=report&reportType=detailed,Faulk County
46051,"Grant County, South Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=46051&geoType=county&view=report&reportType=detailed,Grant County
46053,"Gregory County, South Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=46053&geoType=county&view=report&reportType=detailed,Gregory County
46055,"Haakon County, South Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=46055&geoType=county&view=report&reportType=detailed,Haakon County
46057,"Hamlin County, South Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=46057&geoType=county&view=report&reportType=detailed,Hamlin County
46059,"Hand County, South Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=46059&geoType=county&view=report&reportType=detailed,Hand County
46061,"Hanson County, South Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=46061&geoType=county&view=report&reportType=detailed,Hanson County
46063,"Harding County, South Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=46063&geoType=county&view=report&reportType=detailed,Harding County
46065,"Hughes County, South Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=46065&geoType=county&view=report&reportType=detailed,Hughes County
46067,"Hutchinson County, South Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=46067&geoType=county&view=report&reportType=detailed,Hutchinson County
46069,"Hyde County, South Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=46069&geoType=county&view=report&reportType=detailed,Hyde County
46071,"Jackson County, South Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=46071&geoType=county&view=report&reportType=detailed,Jackson County
46073,"Jerauld County, South Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=46073&geoType=county&view=report&reportType=detailed,Jerauld County
46075,"Jones County, South Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=46075&geoType=county&view=report&reportType=detailed,Jones County
46077,"Kingsbury County, South Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=46077&geoType=county&view=report&reportType=detailed,Kingsbury County
46079,"Lake County, South Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=46079&geoType=county&view=report&reportType=detailed,Lake County
46081,"Lawrence County, South Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=46081&geoType=county&view=report&reportType=detailed,Lawrence County
46083,"Lincoln County, South Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=46083&geoType=county&view=report&reportType=detailed,Lincoln County
46085,"Lyman County, South Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=46085&geoType=county&view=report&reportType=detailed,Lyman County
46087,"McCook County, South Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=46087&geoType=county&view=report&reportType=detailed,McCook County
46089,"McPherson County, South Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=46089&geoType=county&view=report&reportType=detailed,McPherson County
46091,"Marshall County, South Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=46091&geoType=county&view=report&reportType=detailed,Marshall County
46093,"Meade County, South Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=46093&geoType=county&view=report&reportType=detailed,Meade County
46095,"Mellette County, South Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=46095&geoType=county&view=report&reportType=detailed,Mellette County
46097,"Miner County, South Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=46097&geoType=county&view=report&reportType=detailed,Miner County
46099,"Minnehaha County, South Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=46099&geoType=county&view=report&reportType=detailed,Minnehaha County
46101,"Moody County, South Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=46101&geoType=county&view=report&reportType=detailed,Moody County
46103,"Pennington County, South Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=46103&geoType=county&view=report&reportType=detailed,Pennington County
46105,"Perkins County, South Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=46105&geoType=county&view=report&reportType=detailed,Perkins County
46107,"Potter County, South Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=46107&geoType=county&view=report&reportType=detailed,Potter County
46109,"Roberts County, South Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=46109&geoType=county&view=report&reportType=detailed,Roberts County
46111,"Sanborn County, South Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=46111&geoType=county&view=report&reportType=detailed,Sanborn County
46113,"Shannon County, South Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=46113&geoType=county&view=report&reportType=detailed,Shannon County
46115,"Spink County, South Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=46115&geoType=county&view=report&reportType=detailed,Spink County
46117,"Stanley County, South Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=46117&geoType=county&view=report&reportType=detailed,Stanley County
46119,"Sully County, South Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=46119&geoType=county&view=report&reportType=detailed,Sully County
46121,"Todd County, South Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=46121&geoType=county&view=report&reportType=detailed,Todd County
46123,"Tripp County, South Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=46123&geoType=county&view=report&reportType=detailed,Tripp County
46125,"Turner County, South Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=46125&geoType=county&view=report&reportType=detailed,Turner County
46127,"Union County, South Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=46127&geoType=county&view=report&reportType=detailed,Union County
46129,"Walworth County, South Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=46129&geoType=county&view=report&reportType=detailed,Walworth County
46135,"Yankton County, South Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=46135&geoType=county&view=report&reportType=detailed,Yankton County
46137,"Ziebach County, South Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=46137&geoType=county&view=report&reportType=detailed,Ziebach County
47,Tennessee,https://cbb.census.gov/rae/#industry0=00&geoId=47&geoType=state&view=report&reportType=detailed,Tennessee
47001,"Anderson County, Tennessee",https://cbb.census.gov/rae/#industry0=00&geoId=47001&geoType=county&view=report&reportType=detailed,Anderson County
47003,"Bedford County, Tennessee",https://cbb.census.gov/rae/#industry0=00&geoId=47003&geoType=county&view=report&reportType=detailed,Bedford County
47005,"Benton County, Tennessee",https://cbb.census.gov/rae/#industry0=00&geoId=47005&geoType=county&view=report&reportType=detailed,Benton County
47007,"Bledsoe County, Tennessee",https://cbb.census.gov/rae/#industry0=00&geoId=47007&geoType=county&view=report&reportType=detailed,Bledsoe County
47009,"Blount County, Tennessee",https://cbb.census.gov/rae/#industry0=00&geoId=47009&geoType=county&view=report&reportType=detailed,Blount County
47011,"Bradley County, Tennessee",https://cbb.census.gov/rae/#industry0=00&geoId=47011&geoType=county&view=report&reportType=detailed,Bradley County
47013,"Campbell County, Tennessee",https://cbb.census.gov/rae/#industry0=00&geoId=47013&geoType=county&view=report&reportType=detailed,Campbell County
47015,"Cannon County, Tennessee",https://cbb.census.gov/rae/#industry0=00&geoId=47015&geoType=county&view=report&reportType=detailed,Cannon County
47017,"Carroll County, Tennessee",https://cbb.census.gov/rae/#industry0=00&geoId=47017&geoType=county&view=report&reportType=detailed,Carroll County
47019,"Carter County, Tennessee",https://cbb.census.gov/rae/#industry0=00&geoId=47019&geoType=county&view=report&reportType=detailed,Carter County
47021,"Cheatham County, Tennessee",https://cbb.census.gov/rae/#industry0=00&geoId=47021&geoType=county&view=report&reportType=detailed,Cheatham County
47023,"Chester County, Tennessee",https://cbb.census.gov/rae/#industry0=00&geoId=47023&geoType=county&view=report&reportType=detailed,Chester County
